,product_name,product_index,product_type,median_rates,mean_rates,no_of_rates
1037,ONE PLUS 6 6GB+64GB（亮黑）（香港行貨）,H5912001_S_OP0002_bbk,smartphone,0.0,0.0,0.0
1038,Y81 3+32GB 全面屏-金（香港行貨）,H5912001_S_VI0005,smartphone,0.0,0.0,0.0
1039,ONE PLUS 6T 8GB+128GB 啞黑（香港行貨）,H5912001_S_OP0007,smartphone,0.0,0.0,0.0
1040,Y81 3+32GB 全面屏-黑（香港行貨）,H5912001_S_VI0004,smartphone,0.0,0.0,0.0
1041,X21 6+128GB-黑（香港行貨）,H5912001_S_VI0008,smartphone,0.0,0.0,0.0
1042,One plus 6T 8GB+128GB 亮黑（香港行貨）,H5912001_S_OP0008,smartphone,0.0,0.0,0.0
1043,LENOVO K5 PLAY 智能手機,S1076001_S_PADB0078HK,smartphone,0.0,0.0,0.0
1044,Galaxy A8+ 雙前置鏡頭八核心智能手機(灰)(平行進口) - Samsung,H0775001_S_SSA8GRY,smartphone,0.0,0.0,0.0
1045,香港行貨(魅影黑)GALAXY A80 A8050 8GB RAM 128GB ROM,H7007001_S_SAMA8050H01BK01,smartphone,0.0,0.0,0.0
1046,Moto G5s Plus XT1805 智能手機 (灰) - Motorola,H0775002_S_G5P01GRY,smartphone,0.0,0.0,0.0
1047,ONE PLUS 7 Pro 12+256GB-黑（平行進口）,H5912001_S_OP0011,smartphone,0.0,0.0,0.0
1048,"iPhone 7 128GB 黑色, 二手9成新 (100%正常運作)(平行進口)(供應商90日保養)",H0972006_S_iphone7bk,smartphone,0.0,0.0,0.0
1049,"iPhone 7 128GB 玫瑰金色 , 二手9成新 (100%正常運作)(平行進口)(供應商90日保養)",H0972006_S_iphone7pk,smartphone,0.0,0.0,0.0
